file,URL
Parking_1,https://www.concordia.ca/parking
IT_Support_1,https://www.concordia.ca/it
Student_Services_1,https://www.concordia.ca/student-services
Moodle_1,https://moodle.concordia.ca
Library_1,https://www.concordia.ca/library
